"id","city_id","type_id","total_area","rooms","ceiling_height","floors_total","living_area","floor","is_apartment","open_plan","kitchen_area","balcony","airports_nearest","parks_around3000","ponds_around3000"
20611,"6X8I",F8EM,45.6,2,,5.0,28.5,3,0,0,6.7,0.0,23180.0,0.0,0.0
20612,"6X8I",F8EM,32.5,1,,20.0,,16,0,0,,,15990.0,0.0,1.0
20613,"6X8I",F8EM,45.3,2,2.5,5.0,30.0,1,0,0,6.0,0.0,15305.0,1.0,0.0
20614,"6X8I",F8EM,32.6,1,2.55,22.0,17.9,22,0,0,6.4,0.0,10000.0,1.0,0.0
20615,"6X8I",F8EM,37.4,1,,25.0,17.7,9,0,0,10.1,,39617.0,0.0,1.0
20616,HM6W,F8EM,60.0,2,,5.0,29.0,5,0,0,9.0,0.0,,,
20617,"187Y",IZIQ,41.4,1,,16.0,17.0,3,0,0,12.4,2.0,,,
20618,"6X8I",F8EM,80.0,2,2.6,10.0,34.0,10,0,0,11.0,2.0,13492.0,0.0,0.0
20619,"6X8I",F8EM,76.9,3,2.75,25.0,44.8,12,0,0,10.8,2.0,16981.0,1.0,0.0
20620,"6X8I",F8EM,44.0,1,3.0,15.0,20.1,8,0,0,10.3,2.0,33531.0,0.0,0.0
20621,"4T1U",IZIQ,76.6,3,2.64,10.0,47.7,10,0,0,10.1,1.0,53362.0,0.0,0.0
20622,"6X8I",F8EM,172.0,4,3.0,8.0,103.0,3,0,0,17.0,,26407.0,1.0,1.0
20623,"187Y",IZIQ,38.1,1,2.8,16.0,17.0,7,0,0,10.3,1.0,,,
20624,"6X8I",F8EM,65.6,3,2.5,9.0,30.8,3,0,0,6.3,,16233.0,0.0,1.0
20625,"6X8I",F8EM,72.0,3,2.7,9.0,48.5,1,0,0,9.0,0.0,50881.0,0.0,0.0
20626,"6X8I",F8EM,93.0,4,3.1,7.0,58.0,6,0,0,10.0,,21102.0,2.0,2.0
20627,"6X8I",F8EM,47.4,2,2.5,17.0,29.4,9,0,0,8.4,,33564.0,0.0,1.0
20628,"6X8I",F8EM,30.8,1,2.55,5.0,16.9,5,0,0,5.5,1.0,16831.0,0.0,1.0
20629,"6X8I",F8EM,39.0,1,2.65,10.0,19.0,4,0,0,11.0,,35443.0,0.0,3.0
20630,"6X8I",F8EM,71.0,3,,9.0,48.0,1,0,0,15.0,0.0,29288.0,0.0,1.0
20631,"6X8I",F8EM,45.0,2,,5.0,25.0,5,0,0,12.0,,20170.0,2.0,3.0
20632,"6X8I",F8EM,43.0,1,3.0,5.0,22.0,4,0,0,15.0,,25567.0,1.0,1.0
20633,"6X8I",F8EM,54.7,2,2.75,16.0,31.4,8,0,0,10.0,1.0,29115.0,1.0,3.0
20634,"6X8I",F8EM,96.3,3,2.75,26.0,55.0,13,0,0,11.5,0.0,20028.0,0.0,1.0
20635,"6X8I",F8EM,44.0,1,,22.0,20.0,19,0,0,10.0,1.0,15268.0,0.0,1.0
20636,"6X8I",F8EM,135.0,3,3.0,12.0,52.4,11,0,0,50.2,1.0,16285.0,1.0,0.0
20637,"0AZ5",EQUI,46.3,3,,2.0,36.7,2,0,0,5.8,,,,
20638,"6X8I",F8EM,75.0,3,3.2,5.0,55.5,1,0,0,6.0,,40371.0,2.0,0.0
20639,"6X8I",F8EM,34.0,1,,9.0,17.8,6,0,0,8.8,0.0,18052.0,1.0,0.0
20640,PI0K,IZIQ,30.5,1,,5.0,17.0,3,0,0,7.0,0.0,,,
20641,"6X8I",F8EM,64.8,2,2.8,25.0,30.0,3,0,0,18.0,,36413.0,0.0,0.0
20642,VMV2,F8EM,44.0,2,,5.0,27.22,4,0,0,5.4,,,,
20643,"6X8I",F8EM,44.0,2,2.55,5.0,28.5,2,0,0,5.5,1.0,21787.0,3.0,0.0
20644,"6X8I",F8EM,87.0,2,2.85,16.0,44.0,13,0,0,16.2,,36897.0,1.0,0.0
20645,"6X8I",F8EM,36.4,2,,9.0,21.0,3,0,0,7.0,0.0,40107.0,2.0,0.0
20646,QQO2,EQUI,58.0,2,,10.0,30.0,1,0,0,8.0,1.0,,,
20647,"6X8I",F8EM,77.2,2,,5.0,44.0,5,0,0,12.6,2.0,36813.0,1.0,3.0
20648,FMVZ,IZIQ,23.0,0,,24.0,18.0,18,0,0,,2.0,13461.0,0.0,1.0
20649,A7AP,F8EM,64.0,3,,2.0,45.9,1,0,0,6.0,,,,
20650,"6X8I",F8EM,210.0,6,2.7,16.0,160.0,16,0,0,35.0,,21237.0,0.0,2.0
20651,"4KU1",F8EM,24.5,1,,15.0,20.0,3,0,0,,,,,
20652,R27I,F8EM,35.0,1,2.6,8.0,16.0,3,0,0,9.0,,26902.0,1.0,0.0
20653,"6X8I",F8EM,58.0,2,2.75,20.0,32.6,16,0,0,9.6,1.0,19362.0,0.0,2.0
20655,"6X8I",F8EM,33.7,1,2.75,18.0,16.9,4,0,0,8.7,2.0,9731.0,0.0,0.0
20656,T0TI,F8EM,44.7,2,2.55,9.0,27.0,2,0,0,6.2,2.0,,,
20657,"6X8I",F8EM,53.0,2,,17.0,33.0,13,0,0,9.0,2.0,26113.0,1.0,0.0
20658,"6X8I",F8EM,81.2,2,,7.0,37.7,4,0,0,16.7,0.0,25568.0,3.0,0.0
20659,"6X8I",F8EM,67.0,2,3.1,4.0,40.1,2,0,0,12.5,,23197.0,2.0,1.0
20660,XKUB,F8EM,51.0,2,2.55,9.0,31.0,3,0,0,7.2,2.0,,,
20661,"6X8I",F8EM,31.6,1,2.5,12.0,17.8,8,0,0,12.0,2.0,13725.0,0.0,1.0
20662,"3XN0","9N9J",35.8,1,2.5,5.0,18.2,4,0,0,7.1,1.0,,,
20663,"187Y",IZIQ,91.0,3,,16.0,39.0,11,0,0,15.0,,,,
20664,"6X8I",F8EM,40.9,2,2.5,5.0,,2,0,0,,,38884.0,0.0,1.0
20665,"6X8I",F8EM,57.0,3,,5.0,42.0,4,0,0,5.0,,44062.0,1.0,0.0
20666,"6X8I",F8EM,68.2,3,2.55,10.0,37.9,2,0,0,8.2,2.0,43111.0,0.0,0.0
20667,"6X8I",F8EM,43.2,2,2.55,11.0,26.0,4,0,0,7.5,,27832.0,0.0,2.0
20668,"6X8I",F8EM,100.0,4,3.0,4.0,72.0,3,0,0,16.0,0.0,22286.0,0.0,2.0
20669,"6X8I",F8EM,31.0,1,2.5,5.0,17.0,1,0,0,6.2,,44098.0,2.0,1.0
20670,W0ZR,F8EM,56.0,3,,5.0,,4,0,0,,1.0,,,
20671,A7AP,F8EM,30.1,1,2.5,5.0,15.7,5,0,0,5.9,1.0,,,
20672,"3SXT",F8EM,42.0,1,2.8,9.0,17.0,9,0,0,14.0,1.0,,,
20673,"6X8I",F8EM,58.0,2,,25.0,31.0,5,0,0,11.0,,36421.0,1.0,0.0
20674,"6X8I",F8EM,41.0,1,,24.0,18.2,3,0,0,11.1,,7145.0,1.0,0.0
20675,K9HS,LVBX,61.9,2,3.0,2.0,37.9,2,0,0,7.7,,,,
20676,"6X8I",F8EM,33.0,1,2.5,12.0,17.0,9,0,0,6.2,,46950.0,0.0,1.0
20677,"6X8I",F8EM,44.0,1,,22.0,20.0,7,0,0,10.5,2.0,13069.0,0.0,1.0
20678,"6X8I",F8EM,59.1,3,2.55,9.0,37.9,6,0,0,7.0,1.0,31803.0,0.0,0.0
20679,"187Y",IZIQ,50.8,2,,13.0,,7,0,0,,,,,
20680,R27I,F8EM,44.0,2,,3.0,31.0,1,0,0,6.0,,25714.0,3.0,0.0
20681,"6X8I",F8EM,58.6,3,,5.0,41.9,5,0,0,5.9,0.0,39165.0,0.0,1.0
20682,"6X8I",F8EM,53.5,2,2.5,9.0,21.5,1,0,0,7.7,,13666.0,1.0,0.0
20683,"6X8I",F8EM,43.03,1,2.75,12.0,18.3,8,0,0,15.03,,20228.0,0.0,1.0
20684,"6X8I",F8EM,64.6,2,,5.0,37.7,1,0,0,12.6,,27046.0,3.0,1.0
20685,"6X8I",F8EM,44.5,1,,11.0,22.0,6,0,0,10.2,0.0,23363.0,0.0,2.0
20686,"6X8I",F8EM,62.9,3,2.65,12.0,41.6,7,0,0,7.5,1.0,32721.0,0.0,0.0
20687,DE7F,IZIQ,73.0,3,2.75,2.0,52.0,1,0,0,8.0,,,,
20688,"4KU1","9N9J",35.0,1,,11.0,16.0,9,0,0,9.5,,,,
20689,R9I0,F8EM,30.6,1,,5.0,16.7,2,0,0,6.5,0.0,,,
20690,"6X8I",F8EM,39.0,1,2.83,6.0,22.0,2,0,0,7.0,,21875.0,2.0,2.0
20691,WK4Z,EQUI,45.0,2,,2.0,31.0,2,0,0,6.0,0.0,,,
20692,"6X8I",F8EM,56.13,2,,25.0,29.0,2,0,0,11.55,,7016.0,1.0,0.0
20693,"6X8I",F8EM,34.0,1,,12.0,14.0,2,0,0,14.0,0.0,51696.0,0.0,1.0
20694,"6X8I",F8EM,92.0,3,2.6,16.0,53.4,15,0,0,13.0,0.0,14932.0,1.0,1.0
20695,"6X8I",F8EM,52.0,2,3.0,5.0,32.0,3,0,0,8.0,1.0,32158.0,0.0,3.0
20696,"6X8I",F8EM,156.4,4,2.75,13.0,101.82,13,0,0,16.38,0.0,30775.0,2.0,3.0
20697,"6X8I",F8EM,36.0,1,3.0,19.0,23.0,14,0,0,8.5,1.0,41929.0,0.0,1.0
20698,"6X8I",F8EM,32.0,1,2.6,9.0,17.9,6,0,0,6.3,,45014.0,0.0,0.0
20699,W0ZR,F8EM,46.0,2,2.5,5.0,,2,0,0,,,,,
20700,"6X8I",F8EM,60.0,2,,8.0,29.0,8,0,0,12.8,0.0,44579.0,0.0,0.0
20701,"6X8I",F8EM,52.0,2,2.6,10.0,26.2,6,0,0,8.3,,13590.0,1.0,1.0
20702,XNS3,IZIQ,33.1,1,2.5,5.0,17.7,3,0,0,5.5,1.0,,,
20703,"6X8I",F8EM,43.0,2,,5.0,30.0,1,0,0,,,13310.0,1.0,0.0
20704,"6X8I",F8EM,45.0,2,,5.0,32.0,4,0,0,7.0,,14888.0,0.0,1.0
20705,"6X8I",F8EM,60.0,3,,5.0,43.0,1,0,0,7.2,,45116.0,0.0,1.0
20706,"6VBQ",IZIQ,76.0,3,,5.0,46.0,4,0,0,9.0,,,,
20707,"6X8I",F8EM,125.0,2,,16.0,,11,0,0,,,31244.0,1.0,1.0
20708,"6X8I",F8EM,61.8,3,2.55,9.0,39.5,5,0,0,9.9,2.0,29289.0,0.0,1.0
20709,FJEG,F8EM,34.0,1,2.7,9.0,16.0,6,0,0,9.0,,27223.0,1.0,2.0
20710,"6X8I",F8EM,35.6,1,,25.0,15.4,21,0,0,10.4,2.0,42341.0,0.0,0.0
20711,"6X8I",F8EM,30.0,1,2.75,10.0,15.5,2,0,0,7.2,0.0,33010.0,2.0,0.0
20712,"2CQ7",IZIQ,36.0,1,,4.0,,2,0,0,10.0,,,,
20713,"6X8I",F8EM,61.8,3,2.5,9.0,41.7,5,0,0,8.2,,11858.0,0.0,1.0
20714,A7AP,F8EM,18.0,1,,4.0,,4,0,0,,,,,
20715,"6X8I",F8EM,196.0,4,2.7,6.0,78.0,6,0,0,31.0,,53148.0,0.0,2.0
20716,"6X8I",F8EM,37.0,1,2.5,12.0,18.0,4,0,0,10.8,2.0,42191.0,0.0,0.0
20717,"6X8I",F8EM,48.0,2,2.6,14.0,28.0,11,0,0,7.5,2.0,13073.0,0.0,2.0
20718,C3YJ,F8EM,36.0,1,2.6,5.0,18.0,3,0,0,6.0,,,,
20719,"6X8I",F8EM,55.0,2,,5.0,33.6,1,0,0,11.5,,20699.0,3.0,3.0
20720,HM6W,F8EM,33.4,1,2.5,5.0,18.2,3,0,0,5.7,1.0,,,
20721,"6X8I",F8EM,50.0,2,2.6,9.0,,5,0,0,,,28713.0,1.0,0.0
20722,"6X8I",F8EM,29.0,1,2.96,9.0,15.0,4,0,0,7.0,,13029.0,0.0,1.0
20723,"6X8I",F8EM,50.4,2,2.52,9.0,30.9,8,0,0,7.0,1.0,35148.0,0.0,1.0
20724,"6X8I",F8EM,148.0,4,,10.0,82.0,6,0,0,19.2,0.0,15904.0,1.0,0.0
20725,"6X8I",F8EM,45.0,2,2.5,5.0,28.0,2,0,0,10.0,,27793.0,0.0,1.0
20726,E7X2,IZIQ,35.0,1,2.55,7.0,16.4,1,0,0,7.8,,28377.0,1.0,1.0
20727,"6X8I",F8EM,42.0,1,,16.0,16.0,1,0,0,11.0,,18551.0,0.0,0.0
20728,"6X8I",F8EM,60.0,3,2.5,5.0,46.0,4,0,0,6.4,,44053.0,0.0,0.0
20729,"6X8I",F8EM,40.4,1,2.6,17.0,20.2,14,0,0,10.7,2.0,34273.0,1.0,3.0
20730,VLGF,F8EM,74.9,3,3.0,4.0,51.4,3,0,0,8.8,,17364.0,1.0,1.0
20731,"4KU1","9N9J",33.4,1,2.7,12.0,14.0,6,0,0,9.0,0.0,,,
20732,"6X8I",F8EM,89.0,3,2.6,12.0,57.8,6,0,0,11.0,0.0,36472.0,0.0,0.0
20733,"6X8I",F8EM,62.9,2,3.07,6.0,35.6,3,0,0,19.2,,32858.0,0.0,2.0
20734,"6X8I",F8EM,54.0,2,,12.0,32.2,7,0,0,8.5,0.0,29503.0,1.0,1.0
20735,"6X8I",F8EM,72.0,2,3.0,4.0,38.0,2,0,0,13.0,0.0,17827.0,1.0,0.0
20736,"4T1U",IZIQ,45.0,1,,26.0,16.0,25,0,0,13.0,2.0,53148.0,0.0,0.0
20737,"6X8I",F8EM,152.5,4,3.2,6.0,95.1,4,0,0,16.5,,23278.0,0.0,0.0
20738,"187Y",IZIQ,54.22,2,,,,10,0,0,,,,,
20739,YK5K,F8EM,44.0,2,2.7,5.0,,2,0,0,,1.0,,,
20740,"0SI2",F8EM,66.4,3,2.5,7.0,43.0,5,0,0,9.0,,,,
20741,"6X8I",F8EM,104.0,2,,6.0,56.0,2,0,0,25.0,0.0,22606.0,2.0,3.0
20742,"6X8I",F8EM,31.0,1,,5.0,20.0,5,0,0,7.0,0.0,13956.0,1.0,1.0
20743,"6X8I",F8EM,30.5,1,,23.0,15.1,17,0,0,8.2,,43074.0,0.0,0.0
20744,"6X8I",F8EM,85.4,4,,9.0,59.6,1,0,0,8.7,,43316.0,0.0,0.0
20745,"6X8I",F8EM,60.0,3,3.0,5.0,33.3,2,0,0,8.9,,27952.0,0.0,1.0
20746,SV66,IZIQ,43.5,2,2.55,4.0,27.2,2,0,0,5.0,1.0,84006.0,0.0,0.0
20747,"6X8I",F8EM,32.6,1,2.5,9.0,17.9,8,0,0,6.3,,15668.0,0.0,1.0
20748,"4KU1","9N9J",35.96,1,,18.0,17.0,14,0,0,10.2,2.0,,,
20749,R9I0,F8EM,36.0,1,,5.0,17.0,1,0,0,8.0,1.0,,,
20750,YVBQ,F8EM,111.0,5,,14.0,73.0,9,0,0,8.5,1.0,45110.0,0.0,0.0
20751,ZF7I,EQUI,36.0,1,,5.0,19.0,5,0,0,7.0,1.0,,,
20752,"6X8I",F8EM,65.2,3,3.0,3.0,,2,0,0,,,20931.0,2.0,2.0
20753,NTSA,IZIQ,62.4,2,,4.0,35.89,4,0,0,13.33,1.0,,,
20754,"6X8I",F8EM,213.0,6,,5.0,145.5,3,0,0,,0.0,24246.0,1.0,1.0
20755,MHKY,F8EM,61.4,3,2.5,5.0,46.0,4,0,0,6.0,1.0,,,
20756,"6X8I",F8EM,31.0,1,2.6,9.0,16.0,6,0,0,8.1,,31735.0,3.0,1.0
20757,"6X8I",F8EM,24.8,1,2.65,24.0,16.7,5,0,0,,,22089.0,0.0,1.0
20758,"6X8I",F8EM,44.0,1,,16.0,17.0,12,0,0,12.0,,27428.0,0.0,0.0
20759,T0TI,F8EM,61.3,3,2.55,9.0,45.2,3,0,0,6.0,0.0,,,
20760,"6X8I",F8EM,51.9,1,2.7,25.0,17.8,25,0,0,11.0,2.0,13305.0,0.0,2.0
20761,"4KU1","9N9J",31.0,1,2.65,14.0,15.0,13,0,0,8.5,1.0,,,
20762,"6X8I",F8EM,165.8,5,3.58,6.0,102.3,4,0,0,21.0,,10797.0,1.0,0.0
20763,"6X8I",F8EM,36.0,1,2.6,8.0,17.0,5,0,0,12.0,1.0,37148.0,0.0,1.0
20764,"4KU1","9N9J",26.0,1,,7.0,18.0,2,0,0,5.0,0.0,,,
20765,"6X8I",F8EM,82.0,3,2.8,27.0,40.43,7,0,0,12.43,,33977.0,0.0,0.0
20766,VLGF,F8EM,87.6,3,,5.0,55.38,5,0,0,13.2,1.0,20562.0,0.0,1.0
20767,"6X8I",F8EM,44.0,2,2.5,9.0,27.0,6,0,0,6.5,2.0,16057.0,0.0,1.0
20768,"187Y",IZIQ,35.0,1,,27.0,17.6,26,0,0,9.0,2.0,,,
20769,"6X8I",F8EM,56.7,2,,5.0,42.5,1,0,0,8.0,,25709.0,3.0,1.0
20770,"6X8I",F8EM,113.5,4,2.7,11.0,72.1,2,0,0,12.0,,23808.0,1.0,1.0
20771,"6X8I",F8EM,121.0,3,2.7,23.0,55.5,22,0,0,29.3,5.0,40417.0,2.0,0.0
20772,"6X8I",F8EM,30.7,1,,5.0,17.0,4,0,0,5.6,,39898.0,1.0,0.0
20773,Q8P4,IZIQ,80.0,3,,2.0,50.0,1,0,0,9.1,2.0,,,
20774,"6X8I",F8EM,63.0,3,2.7,16.0,41.2,1,0,0,7.2,,14809.0,0.0,0.0
20775,"6X8I",F8EM,97.0,3,,12.0,55.9,3,0,0,16.0,1.0,24764.0,3.0,0.0
20776,HPAB,"9N9J",27.0,1,2.6,2.0,15.0,1,0,0,6.0,0.0,,,
20777,"6X8I",F8EM,35.0,1,2.55,12.0,18.0,6,0,0,8.2,,31118.0,1.0,1.0
20778,"6X8I",F8EM,45.0,2,,5.0,28.0,4,0,0,7.0,0.0,24372.0,1.0,3.0
20779,"6X8I",F8EM,40.4,2,2.6,8.0,19.5,6,0,0,11.0,,37148.0,0.0,1.0
20780,"6X8I",F8EM,43.5,2,2.75,9.0,28.5,2,0,0,9.6,,21927.0,0.0,2.0
20781,"6X8I",F8EM,54.0,2,,16.0,27.0,3,0,0,10.0,0.0,32181.0,1.0,0.0
20782,"187Y",IZIQ,36.4,1,2.7,23.0,17.14,14,0,0,12.0,0.0,,,
20783,"6X8I",F8EM,58.5,2,2.8,16.0,31.0,3,0,0,12.0,,10069.0,0.0,0.0
20784,"6X8I",F8EM,63.4,2,,6.0,28.0,1,0,0,21.0,,26977.0,2.0,0.0
20785,"6X8I",F8EM,56.2,2,3.27,5.0,35.2,1,0,0,8.1,0.0,31776.0,2.0,3.0
20786,"6X8I",F8EM,69.71,2,3.0,8.0,31.2,6,0,0,24.0,1.0,34033.0,1.0,2.0
20787,S4Y8,F8EM,75.5,3,2.7,4.0,53.0,3,0,0,7.0,,,,
20788,"6X8I",F8EM,245.0,8,3.54,5.0,155.0,2,0,0,,,22215.0,1.0,1.0
20789,"6X8I",F8EM,43.8,1,2.7,11.0,19.0,9,0,0,10.2,,23609.0,0.0,1.0
20790,"6X8I",F8EM,57.0,2,2.55,16.0,28.0,2,0,0,8.2,5.0,32674.0,1.0,0.0
20791,"6X8I",F8EM,250.0,9,3.2,5.0,160.6,3,0,0,11.7,,10328.0,2.0,0.0
20792,"6X8I",F8EM,34.0,1,,11.0,17.2,8,0,0,8.3,1.0,31118.0,1.0,1.0
20793,"6X8I",F8EM,27.5,0,,24.0,19.0,23,0,1,,2.0,11555.0,0.0,1.0
20794,"6X8I",F8EM,40.0,1,,17.0,18.0,10,0,0,9.0,1.0,17390.0,1.0,0.0
20795,TXOA,"9N9J",43.0,1,3.0,16.0,20.0,13,0,0,11.0,,,,
20796,"6X8I",F8EM,89.0,3,,18.0,48.46,16,0,0,17.61,,9354.0,1.0,1.0
20797,"6X8I",F8EM,42.0,2,,5.0,27.0,5,0,0,6.0,0.0,39791.0,0.0,0.0
20798,"6X8I",F8EM,39.0,1,2.7,16.0,21.0,7,0,0,8.7,,33457.0,0.0,1.0
20799,"6X8I",F8EM,36.2,1,2.5,12.0,21.1,10,0,0,6.6,,43527.0,0.0,0.0
20800,YVBQ,F8EM,84.2,3,2.6,5.0,48.9,2,0,0,14.0,,36410.0,0.0,0.0
20801,"6X8I",F8EM,31.2,1,,7.0,17.0,3,0,0,,0.0,27156.0,0.0,1.0
20802,"6X8I",F8EM,74.34,3,3.2,5.0,48.84,3,0,0,8.8,1.0,29591.0,1.0,0.0
20803,"6X8I",F8EM,36.5,1,2.55,10.0,17.2,1,0,0,9.8,2.0,12896.0,1.0,1.0
20804,"3XN0","9N9J",63.5,3,2.55,5.0,43.4,5,0,0,6.6,1.0,,,
20805,"6X8I",F8EM,54.7,2,,5.0,34.5,2,0,0,7.7,0.0,20487.0,3.0,1.0
20806,E66G,F8EM,120.0,3,3.0,4.0,56.0,3,0,0,16.0,5.0,54120.0,0.0,0.0
20807,Y04Q,F8EM,36.0,1,,5.0,19.0,5,0,0,7.0,1.0,,,
20808,"6X8I",F8EM,42.0,2,2.5,5.0,28.0,4,0,0,5.1,,38705.0,1.0,1.0
20809,"6X8I",F8EM,114.6,4,2.78,9.0,74.1,8,0,0,12.0,2.0,23900.0,1.0,1.0
20810,"6X8I",F8EM,87.0,3,3.2,10.0,,2,0,0,,,31706.0,1.0,3.0
20811,"6X8I",F8EM,58.4,3,2.5,9.0,41.4,9,0,0,5.0,,16793.0,1.0,1.0
20812,"6X8I",F8EM,59.0,2,2.8,15.0,38.0,15,0,0,9.0,,19362.0,0.0,2.0
20813,VLGF,F8EM,72.5,3,,6.0,41.0,2,0,0,7.5,2.0,12391.0,1.0,1.0
20814,WBH1,"9N9J",82.0,3,,10.0,51.8,4,0,0,11.0,,,,
20815,"6X8I",F8EM,76.0,2,2.8,12.0,40.0,6,0,0,18.0,,30954.0,0.0,2.0
20816,XNS3,IZIQ,43.0,1,2.85,11.0,18.0,8,0,0,11.0,2.0,,,
20817,"6X8I",F8EM,59.0,3,2.55,9.0,40.0,5,0,0,7.0,2.0,16660.0,0.0,0.0
20818,YIVE,IZIQ,28.4,1,,5.0,17.1,4,0,0,5.5,1.0,,,
20819,G6ON,F8EM,42.3,2,,5.0,26.9,4,0,0,4.8,,,,
20820,"6X8I",F8EM,342.0,5,,4.0,187.0,2,0,0,10.0,0.0,25079.0,0.0,1.0
20821,"6X8I",F8EM,28.0,1,,5.0,,5,0,0,,,28931.0,1.0,2.0
20822,"6X8I",F8EM,88.3,2,2.85,18.0,,8,0,0,11.1,2.0,10318.0,1.0,0.0
20823,"3SXT",F8EM,45.2,2,,5.0,28.8,3,0,0,6.2,0.0,,,
20824,"6X8I",F8EM,66.0,3,2.6,9.0,43.9,7,0,0,8.8,1.0,10482.0,0.0,0.0
20825,"6X8I",F8EM,38.1,1,,18.0,16.3,15,0,0,13.7,,42462.0,0.0,1.0
20826,K9HS,LVBX,48.0,2,2.5,5.0,27.0,4,0,0,8.0,2.0,,,
20827,"6X8I",F8EM,39.1,1,,16.0,16.2,5,0,0,9.66,,49112.0,0.0,0.0
20828,"6X8I",F8EM,100.0,3,3.16,4.0,47.0,3,0,0,32.0,,20748.0,1.0,2.0
20829,"6X8I",F8EM,245.4,14,,4.0,168.3,2,0,0,25.9,0.0,21104.0,3.0,2.0
20830,"0SI2",F8EM,60.0,3,,9.0,,5,0,0,,,,,
20831,"6X8I",F8EM,64.0,2,2.75,5.0,35.0,1,0,0,10.0,,19350.0,0.0,3.0
20832,"6X8I",F8EM,35.1,1,,16.0,15.3,16,0,0,10.4,2.0,34324.0,0.0,0.0
20833,"6X8I",F8EM,40.4,2,3.0,5.0,27.0,2,0,0,7.0,,29391.0,1.0,1.0
20834,"6X8I",F8EM,75.0,3,2.64,12.0,47.9,1,0,0,12.4,,14954.0,0.0,0.0
20835,"6X8I",F8EM,69.0,2,2.6,14.0,30.0,9,0,0,24.0,,25430.0,1.0,0.0
20836,YIVE,IZIQ,43.0,2,2.7,3.0,27.0,2,0,0,5.2,1.0,,,
20837,"6X8I",F8EM,51.5,2,,5.0,28.7,1,0,0,12.5,0.0,23179.0,2.0,3.0
20838,"6X8I",F8EM,55.4,3,2.75,23.0,,3,0,0,,,26726.0,0.0,1.0
20839,VLGF,F8EM,107.0,3,2.7,6.0,67.0,2,0,0,14.0,,18079.0,1.0,1.0
20840,"6X8I",F8EM,64.0,2,,17.0,,7,0,0,9.0,2.0,42931.0,0.0,1.0
20841,"6X8I",F8EM,45.6,2,2.6,9.0,26.9,5,0,0,6.2,,12335.0,0.0,1.0
20842,"6X8I",F8EM,59.6,3,2.88,4.0,31.2,2,0,0,15.2,0.0,21542.0,0.0,3.0
20843,"6X8I",F8EM,38.0,1,2.65,23.0,,19,0,0,,0.0,43820.0,0.0,0.0
20844,"6X8I",F8EM,34.0,1,2.7,25.0,16.0,13,0,0,10.0,,46530.0,0.0,0.0
20845,MHKY,F8EM,44.0,2,2.5,5.0,28.5,2,0,0,6.0,1.0,,,
20846,FJEG,F8EM,51.0,2,2.5,12.0,,12,0,0,,,24875.0,1.0,0.0
20847,"6X8I",F8EM,65.0,3,,5.0,45.0,2,0,0,9.0,0.0,21662.0,2.0,1.0
20848,HM6W,F8EM,33.5,1,2.5,5.0,18.7,3,0,0,6.0,1.0,,,
20849,"6X8I",F8EM,60.2,2,,12.0,30.5,3,0,0,,0.0,36436.0,2.0,3.0
20850,"6X8I",F8EM,60.0,2,2.7,10.0,35.0,2,0,0,11.0,2.0,35305.0,0.0,1.0
20851,"6X8I",F8EM,82.0,3,,5.0,56.0,3,0,0,9.0,4.0,31900.0,1.0,2.0
20852,"4KU1","9N9J",40.5,1,2.8,20.0,19.4,10,0,0,9.5,2.0,,,
20853,"6X8I",F8EM,105.0,2,2.8,12.0,58.0,4,0,0,13.4,,40742.0,2.0,0.0
20854,"6X8I",F8EM,82.4,3,3.0,5.0,55.0,3,0,0,9.3,4.0,35846.0,0.0,3.0
20855,"6X8I",F8EM,71.8,3,2.65,10.0,43.1,6,0,0,8.4,2.0,32956.0,0.0,1.0
20856,"6X8I",F8EM,33.2,1,2.5,9.0,17.6,3,0,0,8.4,,31380.0,0.0,0.0
20857,"6X8I",F8EM,51.0,2,2.6,9.0,30.0,1,0,0,10.0,,29692.0,0.0,1.0
20858,"0SI2",F8EM,54.0,2,2.5,5.0,29.0,2,0,0,9.0,2.0,,,
20859,"6X8I",F8EM,62.6,3,2.5,14.0,39.8,3,0,0,7.6,0.0,42703.0,1.0,0.0
20860,"6X8I",F8EM,70.5,2,,13.0,36.15,12,0,0,12.35,2.0,27314.0,1.0,3.0
20861,"6X8I",F8EM,30.0,1,2.7,23.0,,23,0,0,,1.0,21928.0,0.0,1.0
20862,E66G,F8EM,42.2,2,2.65,5.0,28.7,4,0,0,5.2,,58609.0,0.0,1.0
20863,"6X8I",F8EM,42.0,1,,25.0,18.0,14,0,0,10.0,1.0,43422.0,0.0,0.0
20864,"6X8I",F8EM,31.3,1,,9.0,15.6,6,0,0,8.2,0.0,35689.0,0.0,0.0
20865,"6X8I",F8EM,59.1,2,2.54,18.0,30.0,13,0,0,13.5,2.0,15358.0,0.0,1.0
20866,"6X8I",F8EM,29.0,1,2.51,5.0,,3,0,0,,,36364.0,0.0,0.0
20867,"187Y",IZIQ,35.0,1,2.64,17.0,15.0,5,0,0,10.0,,,,
20868,"6X8I",F8EM,36.9,1,,21.0,17.82,16,0,0,12.32,2.0,34155.0,0.0,0.0
20869,"4T1U",IZIQ,61.0,2,,26.0,32.0,23,0,0,10.0,2.0,53554.0,0.0,0.0
20870,"6X8I",F8EM,67.6,2,,7.0,36.5,7,0,0,11.4,,40274.0,0.0,2.0
20871,"6X8I",F8EM,140.0,4,3.0,4.0,70.0,3,0,0,58.0,,38332.0,0.0,1.0
